"Store","Dept","Date","Weekly_Sales","IsHoliday"
1,1,2011-08-05,15295.55,FALSE
1,1,2011-08-12,14539.79,FALSE
1,1,2011-08-19,14689.24,FALSE
1,1,2011-08-26,14537.37,FALSE
1,2,2011-08-05,49359.75,FALSE
1,2,2011-08-12,45341.92,FALSE
1,2,2011-08-19,46391.12,FALSE
1,2,2011-08-26,47659.93,FALSE
1,3,2011-08-05,31248.98,FALSE
1,3,2011-08-12,32148.93,FALSE
1,3,2011-08-19,41603.11,FALSE
1,3,2011-08-26,49775.52,FALSE
1,4,2011-08-05,39339.09,FALSE
1,4,2011-08-12,37449.94,FALSE
1,4,2011-08-19,39148.87,FALSE
1,4,2011-08-26,37495.2,FALSE
1,5,2011-08-05,21183.42,FALSE
1,5,2011-08-12,21320.93,FALSE
1,5,2011-08-19,18643.51,FALSE
1,5,2011-08-26,15478.26,FALSE
1,6,2011-08-05,2864.27,FALSE
1,6,2011-08-12,3124.83,FALSE
1,6,2011-08-19,3717.28,FALSE
1,6,2011-08-26,3296.22,FALSE
1,7,2011-08-05,17388.43,FALSE
1,7,2011-08-12,14088.28,FALSE
1,7,2011-08-19,13413.8,FALSE
1,7,2011-08-26,12116.03,FALSE
1,8,2011-08-05,35484.32,FALSE
1,8,2011-08-12,31061.21,FALSE
1,8,2011-08-19,32707.8,FALSE
1,8,2011-08-26,32668.5,FALSE
1,9,2011-08-05,21425.32,FALSE
1,9,2011-08-12,18708.23,FALSE
1,9,2011-08-19,18244.5,FALSE
1,9,2011-08-26,21140.44,FALSE
1,10,2011-08-05,32548.48,FALSE
1,10,2011-08-12,31383.62,FALSE
1,10,2011-08-19,28909.06,FALSE
1,10,2011-08-26,30630.65,FALSE
1,11,2011-08-05,33020.31,FALSE
1,11,2011-08-12,23696.66,FALSE
1,11,2011-08-19,18661.68,FALSE
1,11,2011-08-26,19767.53,FALSE
1,12,2011-08-05,10145.97,FALSE
1,12,2011-08-12,11581.03,FALSE
1,12,2011-08-19,10094.04,FALSE
1,12,2011-08-26,8594.52,FALSE
1,13,2011-08-05,42542.66,FALSE
1,13,2011-08-12,37593.97,FALSE
1,13,2011-08-19,38533.7,FALSE
