"Store","Dept","Date","Weekly_Sales","IsHoliday"
1,1,2012-07-06,17823.37,FALSE
1,1,2012-07-13,16566.18,FALSE
1,1,2012-07-20,16348.06,FALSE
1,1,2012-07-27,15731.18,FALSE
1,2,2012-07-06,49771.92,FALSE
1,2,2012-07-13,44411.95,FALSE
1,2,2012-07-20,45108.22,FALSE
1,2,2012-07-27,45008.22,FALSE
1,3,2012-07-06,8473.71,FALSE
1,3,2012-07-13,13126.15,FALSE
1,3,2012-07-20,20126.95,FALSE
1,3,2012-07-27,22716.7,FALSE
1,4,2012-07-06,44936.96,FALSE
1,4,2012-07-13,38073.91,FALSE
1,4,2012-07-20,38080.05,FALSE
1,4,2012-07-27,35197.59,FALSE
1,5,2012-07-06,19684.48,FALSE
1,5,2012-07-13,18089.61,FALSE
1,5,2012-07-20,17896.46,FALSE
1,5,2012-07-27,14105.4,FALSE
1,6,2012-07-06,2828.03,FALSE
1,6,2012-07-13,2776.97,FALSE
1,6,2012-07-20,3496.53,FALSE
1,6,2012-07-27,2545.65,FALSE
1,7,2012-07-06,27364.96,FALSE
1,7,2012-07-13,18427.17,FALSE
1,7,2012-07-20,16528.1,FALSE
1,7,2012-07-27,17171.35,FALSE
1,8,2012-07-06,41524.67,FALSE
1,8,2012-07-13,36130.01,FALSE
1,8,2012-07-20,37797.31,FALSE
1,8,2012-07-27,36981.9,FALSE
1,9,2012-07-06,32851.76,FALSE
1,9,2012-07-13,21464.73,FALSE
1,9,2012-07-20,22594.18,FALSE
1,9,2012-07-27,22921.21,FALSE
1,10,2012-07-06,39189.33,FALSE
1,10,2012-07-13,31430.55,FALSE
1,10,2012-07-20,29187.22,FALSE
1,10,2012-07-27,30594.53,FALSE
1,11,2012-07-06,36266.25,FALSE
1,11,2012-07-13,25922.59,FALSE
1,11,2012-07-20,26026.46,FALSE
1,11,2012-07-27,33443.23,FALSE
1,12,2012-07-06,13887.61,FALSE
1,12,2012-07-13,9318.1,FALSE
1,12,2012-07-20,12565.06,FALSE
1,12,2012-07-27,11109.25,FALSE
1,13,2012-07-06,43326.92,FALSE
1,13,2012-07-13,39276.05,FALSE
1,13,2012-07-20,39396.59,FALSE
1,13,2012-07-27,37423.21,FALSE
1,14,2012-07-06,19019.04,FALSE
1,14,2012-07-13,14332.72,FALSE
1,14,2012-07-20,12083.33,FALSE
