"Store","Dept","Date","Weekly_Sales","IsHoliday"
1,1,2012-06-01,16065.49,FALSE
1,1,2012-06-08,17666,FALSE
1,1,2012-06-15,17558.82,FALSE
1,1,2012-06-22,16633.41,FALSE
1,1,2012-06-29,15722.82,FALSE
1,2,2012-06-01,47425.29,FALSE
1,2,2012-06-08,49439.58,FALSE
1,2,2012-06-15,46637.48,FALSE
1,2,2012-06-22,46075,FALSE
1,2,2012-06-29,47629.14,FALSE
1,3,2012-06-01,7175.77,FALSE
1,3,2012-06-08,8614.64,FALSE
1,3,2012-06-15,8016.26,FALSE
1,3,2012-06-22,7301.41,FALSE
1,3,2012-06-29,7577.59,FALSE
1,4,2012-06-01,41566.55,FALSE
1,4,2012-06-08,41124.27,FALSE
1,4,2012-06-15,39019.74,FALSE
1,4,2012-06-22,37400.31,FALSE
1,4,2012-06-29,39758.77,FALSE
1,5,2012-06-01,17233.25,FALSE
1,5,2012-06-08,24752.99,FALSE
1,5,2012-06-15,21376.63,FALSE
1,5,2012-06-22,24337.24,FALSE
1,5,2012-06-29,20233.9,FALSE
1,6,2012-06-01,3249.75,FALSE
1,6,2012-06-08,4888.46,FALSE
1,6,2012-06-15,4087.58,FALSE
1,6,2012-06-22,4870.31,FALSE
1,6,2012-06-29,4774.5,FALSE
1,7,2012-06-01,31568.92,FALSE
1,7,2012-06-08,30052.56,FALSE
1,7,2012-06-15,26249.22,FALSE
1,7,2012-06-22,24777.12,FALSE
1,7,2012-06-29,24077.39,FALSE
1,8,2012-06-01,41039.74,FALSE
1,8,2012-06-08,40236.23,FALSE
1,8,2012-06-15,38163.76,FALSE
1,8,2012-06-22,37693.88,FALSE
1,8,2012-06-29,37647.44,FALSE
1,9,2012-06-01,35001.66,FALSE
1,9,2012-06-08,30307.11,FALSE
1,9,2012-06-15,30249.01,FALSE
1,9,2012-06-22,28249.43,FALSE
1,9,2012-06-29,25081.23,FALSE
1,10,2012-06-01,37294.14,FALSE
1,10,2012-06-08,36155.27,FALSE
1,10,2012-06-15,32578.62,FALSE
1,10,2012-06-22,32851.06,FALSE
1,10,2012-06-29,33135.34,FALSE
1,11,2012-06-01,32406.68,FALSE
1,11,2012-06-08,35861.22,FALSE
1,11,2012-06-15,27802.84,FALSE
1,11,2012-06-22,26407.67,FALSE
1,11,2012-06-29,44553.45,FALSE
1,12,2012-06-01,11542.81,FALSE
1,12,2012-06-08,10742.68,FALSE
1,12,2012-06-15,11177.52,FALSE
1,12,2012-06-22,9606.33,FALSE
1,12,2012-06-29,11816.35,FALSE
1,13,2012-06-01,41462.8,FALSE
1,13,2012-06-08,42304.47,FALSE
1,13,2012-06-15,39024.74,FALSE
1,13,2012-06-22,38945,FALSE
1,13,2012-06-29,40099.49,FALSE
1,14,2012-06-01,14903.87,FALSE
1,14,2012-06-08,12858.85,FALSE
1,14,2012-06-15,14117.36,FALSE
1,14,2012-06-22,13158.38,FALSE
1,14,2012-06-29,16958.84,FALSE
1,16,2012-06-01,45508.72,FALSE
1,16,2012-06-08,34785.29,FALSE
1,16,2012-06-15,32898.46,FALSE
1,16,2012-06-22,36362.45,FALSE
1,16,2012-06-29,37677.82,FALSE
1,17,2012-06-01,7197.38,FALSE
1,17,2012-06-08,8589.19,FALSE
1,17,2012-06-15,6676.87,FALSE
1,17,2012-06-22,7468.47,FALSE
1,17,2012-06-29,8240.63,FALSE
1,18,2012-06-01,0.2,FALSE
1,18,2012-06-08,4.97,FALSE
1,19,2012-06-01,1406,FALSE
1,19,2012-06-08,1242.44,FALSE
1,19,2012-06-15,951.49,FALSE
1,19,2012-06-22,1174.7,FALSE
1,19,2012-06-29,1040.98,FALSE
1,20,2012-06-01,4353.92,FALSE
1,20,2012-06-08,4943.11,FALSE
1,20,2012-06-15,3948.1,FALSE
1,20,2012-06-22,5218.84,FALSE
1,20,2012-06-29,4847.43,FALSE
1,21,2012-06-01,7206.04,FALSE
1,21,2012-06-08,7373.09,FALSE
1,21,2012-06-15,7345.49,FALSE
1,21,2012-06-22,7768.11,FALSE
1,21,2012-06-29,6490.2,FALSE
1,22,2012-06-01,6332.62,FALSE
1,22,2012-06-08,6816.23,FALSE
1,22,2012-06-15,5764.52,FALSE
1,22,2012-06-22,7233.96,FALSE
1,22,2012-06-29,6008.22,FALSE
1,23,2012-06-01,23504.62,FALSE
1,23,2012-06-08,23792.73,FALSE
1,23,2012-06-15,24836.02,FALSE
1,23,2012-06-22,26200.55,FALSE
1,23,2012-06-29,23036,FALSE
1,24,2012-06-01,3853.81,FALSE
1,24,2012-06-08,3810.35,FALSE
1,24,2012-06-15,3670.73,FALSE
1,24,2012-06-22,4129.07,FALSE
1,24,2012-06-29,3729.35,FALSE
1,25,2012-06-01,11528.12,FALSE
1,25,2012-06-08,10527.53,FALSE
1,25,2012-06-15,10329.88,FALSE
1,25,2012-06-22,9848.45,FALSE
1,25,2012-06-29,9566.04,FALSE
1,26,2012-06-01,5319.66,FALSE
1,26,2012-06-08,5082.27,FALSE
1,26,2012-06-15,5688.08,FALSE
1,26,2012-06-22,5852.37,FALSE
1,26,2012-06-29,5615.89,FALSE
1,27,2012-06-01,1030.9,FALSE
1,27,2012-06-08,1033.86,FALSE
1,27,2012-06-15,822.19,FALSE
1,27,2012-06-22,1030.06,FALSE
1,27,2012-06-29,1010.07,FALSE
1,28,2012-06-01,352.99,FALSE
1,28,2012-06-08,389.31,FALSE
1,28,2012-06-15,419.35,FALSE
1,28,2012-06-22,371.9,FALSE
1,28,2012-06-29,439.75,FALSE
1,29,2012-06-01,3788.69,FALSE
1,29,2012-06-08,4042.24,FALSE
1,29,2012-06-15,3575.94,FALSE
1,29,2012-06-22,3229.2,FALSE
1,29,2012-06-29,3898.01,FALSE
1,30,2012-06-01,3931.58,FALSE
1,30,2012-06-08,3629.94,FALSE
1,30,2012-06-15,2752.74,FALSE
1,30,2012-06-22,2784.5,FALSE
1,30,2012-06-29,3402.4,FALSE
1,31,2012-06-01,1249.54,FALSE
