"Store","Dept","Date","Weekly_Sales","IsHoliday"
1,1,2012-01-06,16567.69,FALSE
1,1,2012-01-13,16894.4,FALSE
1,1,2012-01-20,18365.1,FALSE
1,1,2012-01-27,18378.16,FALSE
1,2,2012-01-06,44481.38,FALSE
1,2,2012-01-13,43353.09,FALSE
1,2,2012-01-20,43753.43,FALSE
1,2,2012-01-27,41556.23,FALSE
1,3,2012-01-06,13926.04,FALSE
1,3,2012-01-13,13822.49,FALSE
1,3,2012-01-20,11702.08,FALSE
1,3,2012-01-27,10613.17,FALSE
1,4,2012-01-06,40925.76,FALSE
1,4,2012-01-13,36582.36,FALSE
1,4,2012-01-20,33780.2,FALSE
1,4,2012-01-27,33613.91,FALSE
1,5,2012-01-06,23105.81,FALSE
1,5,2012-01-13,19281.61,FALSE
1,5,2012-01-20,19298.42,FALSE
1,5,2012-01-27,21376.42,FALSE
1,6,2012-01-06,3665.25,FALSE
1,6,2012-01-13,2460.92,FALSE
1,6,2012-01-20,2427.46,FALSE
1,6,2012-01-27,1649.4,FALSE
1,7,2012-01-06,12377.76,FALSE
1,7,2012-01-13,9194.61,FALSE
1,7,2012-01-20,10189.61,FALSE
1,7,2012-01-27,11228.15,FALSE
1,8,2012-01-06,36797,FALSE
1,8,2012-01-13,34033.89,FALSE
1,8,2012-01-20,35356.12,FALSE
1,8,2012-01-27,34644.25,FALSE
1,9,2012-01-06,20705.21,FALSE
1,9,2012-01-13,15416.12,FALSE
1,9,2012-01-20,13332.75,FALSE
1,9,2012-01-27,14728.57,FALSE
1,10,2012-01-06,29927.33,FALSE
1,10,2012-01-13,23995.69,FALSE
1,10,2012-01-20,25331.83,FALSE
1,10,2012-01-27,23650.22,FALSE
1,11,2012-01-06,25666.34,FALSE
1,11,2012-01-13,24493.4,FALSE
1,11,2012-01-20,20707.62,FALSE
1,11,2012-01-27,17860.35,FALSE
1,12,2012-01-06,7634.97,FALSE
1,12,2012-01-13,8111.01,FALSE
1,12,2012-01-20,9296.13,FALSE
1,12,2012-01-27,8229.77,FALSE
1,13,2012-01-06,41411.4,FALSE
1,13,2012-01-13,38000.25,FALSE
1,13,2012-01-20,37433.66,FALSE
1,13,2012-01-27,34312.26,FALSE
1,14,2012-01-06,14585.64,FALSE
1,14,2012-01-13,14311.83,FALSE
1,14,2012-01-20,12695.7,FALSE
1,14,2012-01-27,12684.05,FALSE
1,16,2012-01-06,6258.08,FALSE
1,16,2012-01-13,5894.86,FALSE
1,16,2012-01-20,6400.8,FALSE
1,16,2012-01-27,6108.82,FALSE
1,17,2012-01-06,8086.43,FALSE
1,17,2012-01-13,9454.17,FALSE
1,17,2012-01-20,7968.85,FALSE
1,17,2012-01-27,7237.41,FALSE
