"Store","Dept","Date","Weekly_Sales","IsHoliday"
1,1,2012-03-02,20113.03,FALSE
1,1,2012-03-09,21140.07,FALSE
1,1,2012-03-16,22366.88,FALSE
1,1,2012-03-23,22107.7,FALSE
1,1,2012-03-30,28952.86,FALSE
1,2,2012-03-02,52608.51,FALSE
1,2,2012-03-09,48563.69,FALSE
1,2,2012-03-16,47346.32,FALSE
1,2,2012-03-23,44796.03,FALSE
1,2,2012-03-30,46529.68,FALSE
1,3,2012-03-02,11387.31,FALSE
1,3,2012-03-09,11925.71,FALSE
1,3,2012-03-16,8845.73,FALSE
1,3,2012-03-23,7910.22,FALSE
1,3,2012-03-30,9129.23,FALSE
1,4,2012-03-02,38459.98,FALSE
1,4,2012-03-09,38934.77,FALSE
1,4,2012-03-16,38125.32,FALSE
1,4,2012-03-23,36586.52,FALSE
1,4,2012-03-30,37718.51,FALSE
1,5,2012-03-02,30642.53,FALSE
1,5,2012-03-09,25492.21,FALSE
1,5,2012-03-16,29345.72,FALSE
1,5,2012-03-23,25442.13,FALSE
1,5,2012-03-30,22392.09,FALSE
1,6,2012-03-02,6464.52,FALSE
1,6,2012-03-09,4183.3,FALSE
1,6,2012-03-16,3905.72,FALSE
1,6,2012-03-23,2856.83,FALSE
1,6,2012-03-30,4540.27,FALSE
1,7,2012-03-02,16473.91,FALSE
1,7,2012-03-09,17500.24,FALSE
1,7,2012-03-16,20690.01,FALSE
1,7,2012-03-23,15628.59,FALSE
1,7,2012-03-30,18684,FALSE
1,8,2012-03-02,40307.19,FALSE
1,8,2012-03-09,36553.82,FALSE
1,8,2012-03-16,36141.27,FALSE
1,8,2012-03-23,33758.45,FALSE
1,8,2012-03-30,37745.71,FALSE
1,9,2012-03-02,30503.3,FALSE
1,9,2012-03-09,28291.68,FALSE
1,9,2012-03-16,37941.84,FALSE
1,9,2012-03-23,33541.36,FALSE
1,9,2012-03-30,50382.47,FALSE
1,10,2012-03-02,39036.14,FALSE
1,10,2012-03-09,34858.03,FALSE
1,10,2012-03-16,33405.1,FALSE
1,10,2012-03-23,33327.09,FALSE
1,10,2012-03-30,43718.05,FALSE
1,11,2012-03-02,23286.46,FALSE
1,11,2012-03-09,23169.16,FALSE
1,11,2012-03-16,24841.76,FALSE
1,11,2012-03-23,24350.67,FALSE
1,11,2012-03-30,25231.25,FALSE
1,12,2012-03-02,11994.48,FALSE
1,12,2012-03-09,11947.03,FALSE
1,12,2012-03-16,12178.8,FALSE
1,12,2012-03-23,11448.84,FALSE
1,12,2012-03-30,12109.21,FALSE
1,13,2012-03-02,44565.32,FALSE
1,13,2012-03-09,40001.72,FALSE
1,13,2012-03-16,38322.83,FALSE
1,13,2012-03-23,37801.64,FALSE
1,13,2012-03-30,38696.88,FALSE
1,14,2012-03-02,19412.26,FALSE
1,14,2012-03-09,16528.29,FALSE
1,14,2012-03-16,12757.86,FALSE
1,14,2012-03-23,12771.12,FALSE
1,14,2012-03-30,14690.27,FALSE
1,16,2012-03-02,30451.14,FALSE
1,16,2012-03-09,32633.81,FALSE
1,16,2012-03-16,44960.02,FALSE
1,16,2012-03-23,45184.22,FALSE
1,16,2012-03-30,55275.59,FALSE
1,17,2012-03-02,11187.42,FALSE
1,17,2012-03-09,11553.98,FALSE
1,17,2012-03-16,8523.56,FALSE
1,17,2012-03-23,7456.66,FALSE
1,17,2012-03-30,8433.01,FALSE
1,18,2012-03-02,1316.04,FALSE
1,18,2012-03-09,1126.04,FALSE
1,18,2012-03-16,1630.41,FALSE
1,18,2012-03-23,2280.34,FALSE
1,18,2012-03-30,3667.66,FALSE
1,19,2012-03-02,761.16,FALSE
1,19,2012-03-09,1514.62,FALSE
1,19,2012-03-16,1273.4,FALSE
1,19,2012-03-23,1057.43,FALSE
1,19,2012-03-30,973.05,FALSE
1,20,2012-03-02,5446.7,FALSE
1,20,2012-03-09,7272.2,FALSE
1,20,2012-03-16,5040.41,FALSE
1,20,2012-03-23,3909.02,FALSE
1,20,2012-03-30,5264.6,FALSE
1,21,2012-03-02,9722.09,FALSE
1,21,2012-03-09,7309.95,FALSE
1,21,2012-03-16,8184.24,FALSE
1,21,2012-03-23,7602.33,FALSE
1,21,2012-03-30,8410.81,FALSE
1,22,2012-03-02,11402.9,FALSE
1,22,2012-03-09,11076.38,FALSE
1,22,2012-03-16,7827.86,FALSE
1,22,2012-03-23,6592.15,FALSE
1,22,2012-03-30,8538.98,FALSE
1,23,2012-03-02,22257.51,FALSE
