"Store","Dept","Date","Weekly_Sales","IsHoliday"
1,1,2012-08-03,16628.31,FALSE
1,1,2012-08-10,16119.92,FALSE
1,1,2012-08-17,17330.7,FALSE
1,1,2012-08-24,16286.4,FALSE
1,1,2012-08-31,16680.24,FALSE
1,2,2012-08-03,49424.06,FALSE
1,2,2012-08-10,46729.91,FALSE
1,2,2012-08-17,46350.97,FALSE
1,2,2012-08-24,44972.52,FALSE
1,2,2012-08-31,50995.5,FALSE
1,3,2012-08-03,30331.69,FALSE
1,3,2012-08-10,28257.3,FALSE
1,3,2012-08-17,31905.97,FALSE
1,3,2012-08-24,43712.78,FALSE
1,3,2012-08-31,50701.3,FALSE
1,4,2012-08-03,41305.39,FALSE
1,4,2012-08-10,40343.83,FALSE
1,4,2012-08-17,38105.9,FALSE
1,4,2012-08-24,36674.67,FALSE
1,4,2012-08-31,37802.97,FALSE
1,5,2012-08-03,17615.28,FALSE
1,5,2012-08-10,18232.46,FALSE
1,5,2012-08-17,15440.65,FALSE
1,5,2012-08-24,22446.23,FALSE
1,5,2012-08-31,18615.76,FALSE
1,6,2012-08-03,3412.58,FALSE
1,6,2012-08-10,-139.65,FALSE
1,6,2012-08-17,2725.3,FALSE
1,6,2012-08-24,2626.5,FALSE
1,6,2012-08-31,2987.07,FALSE
1,7,2012-08-03,16916.29,FALSE
1,7,2012-08-10,16552.49,FALSE
1,7,2012-08-17,16256.91,FALSE
1,7,2012-08-24,15159.94,FALSE
1,7,2012-08-31,15802.09,FALSE
1,8,2012-08-03,40098.84,FALSE
1,8,2012-08-10,37269.92,FALSE
1,8,2012-08-17,36294.18,FALSE
1,8,2012-08-24,33855.28,FALSE
1,8,2012-08-31,37666.92,FALSE
1,9,2012-08-03,23780.97,FALSE
1,9,2012-08-10,20400.88,FALSE
1,9,2012-08-17,23503.86,FALSE
1,9,2012-08-24,26262.95,FALSE
1,9,2012-08-31,41634.69,FALSE
1,10,2012-08-03,32794.21,FALSE
1,10,2012-08-10,33834.22,FALSE
1,10,2012-08-17,29723.55,FALSE
1,10,2012-08-24,27884.19,FALSE
1,10,2012-08-31,28490.93,FALSE
1,11,2012-08-03,27759.99,FALSE
1,11,2012-08-10,24145.93,FALSE
1,11,2012-08-17,20281.68,FALSE
1,11,2012-08-24,20462.68,FALSE
1,11,2012-08-31,21103.42,FALSE
1,12,2012-08-03,11298.13,FALSE
1,12,2012-08-10,10605.66,FALSE
1,12,2012-08-17,11447.03,FALSE
1,12,2012-08-24,10723.59,FALSE
1,12,2012-08-31,10591.46,FALSE
1,13,2012-08-03,44708.45,FALSE
1,13,2012-08-10,42241.23,FALSE
1,13,2012-08-17,41658.4,FALSE
1,13,2012-08-24,39231.62,FALSE
1,13,2012-08-31,40940.78,FALSE
1,14,2012-08-03,13423.3,FALSE
1,14,2012-08-10,12434.69,FALSE
1,14,2012-08-17,12419.06,FALSE
1,14,2012-08-24,11041.63,FALSE
1,14,2012-08-31,12912.96,FALSE
1,16,2012-08-03,25418.49,FALSE
1,16,2012-08-10,21677.85,FALSE
1,16,2012-08-17,20035.26,FALSE
1,16,2012-08-24,18393.12,FALSE
1,16,2012-08-31,16797.62,FALSE
1,17,2012-08-03,7809.58,FALSE
1,17,2012-08-10,8441.34,FALSE
1,17,2012-08-17,8710.04,FALSE
1,17,2012-08-24,9523.9,FALSE
1,17,2012-08-31,8158.73,FALSE
1,18,2012-08-17,9.97,FALSE
1,18,2012-08-24,4.97,FALSE
1,18,2012-08-31,4.97,FALSE
1,19,2012-08-03,901.62,FALSE
1,19,2012-08-10,875.1,FALSE
1,19,2012-08-17,1192.39,FALSE
1,19,2012-08-24,1328.49,FALSE
1,19,2012-08-31,900.06,FALSE
1,20,2012-08-03,4708.44,FALSE
1,20,2012-08-10,4534.37,FALSE
1,20,2012-08-17,3980.4,FALSE
1,20,2012-08-24,3452.67,FALSE
1,20,2012-08-31,4602.26,FALSE
1,21,2012-08-03,6393.77,FALSE
1,21,2012-08-10,6752.85,FALSE
1,21,2012-08-17,6182.36,FALSE
1,21,2012-08-24,6965.28,FALSE
1,21,2012-08-31,7031.77,FALSE
1,22,2012-08-03,7160.87,FALSE
1,22,2012-08-10,7229.94,FALSE
1,22,2012-08-17,7788.49,FALSE
1,22,2012-08-24,6364.81,FALSE
1,22,2012-08-31,5742.4,FALSE
1,23,2012-08-03,22566.41,FALSE
1,23,2012-08-10,21599.34,FALSE
1,23,2012-08-17,21808.81,FALSE
1,23,2012-08-24,25618.62,FALSE
1,23,2012-08-31,23361.12,FALSE
1,24,2012-08-03,8003.97,FALSE
1,24,2012-08-10,8870.23,FALSE
1,24,2012-08-17,12967.94,FALSE
1,24,2012-08-24,16785.62,FALSE
1,24,2012-08-31,13181.63,FALSE
1,25,2012-08-03,10019.2,FALSE
1,25,2012-08-10,8614.67,FALSE
1,25,2012-08-17,9780.51,FALSE
1,25,2012-08-24,10625.07,FALSE
1,25,2012-08-31,10284.77,FALSE
1,26,2012-08-03,5764.11,FALSE
1,26,2012-08-10,5498.9,FALSE
1,26,2012-08-17,4924.3,FALSE
1,26,2012-08-24,5369.29,FALSE
1,26,2012-08-31,5602.58,FALSE
1,27,2012-08-03,1145.67,FALSE
1,27,2012-08-10,1122.14,FALSE
1,27,2012-08-17,1476.09,FALSE
1,27,2012-08-24,1643.59,FALSE
1,27,2012-08-31,1580.28,FALSE
1,28,2012-08-03,303.36,FALSE
1,28,2012-08-10,307.87,FALSE
1,28,2012-08-17,312.75,FALSE
1,28,2012-08-24,307.34,FALSE
1,28,2012-08-31,283.4,FALSE
1,29,2012-08-03,4145.19,FALSE
1,29,2012-08-10,4162.46,FALSE
1,29,2012-08-17,4208.19,FALSE
1,29,2012-08-24,3966.86,FALSE
1,29,2012-08-31,4183.85,FALSE
1,30,2012-08-03,3202.68,FALSE
1,30,2012-08-10,3355.34,FALSE
1,30,2012-08-17,3300.68,FALSE
1,30,2012-08-24,3686.74,FALSE
1,30,2012-08-31,3058.82,FALSE
1,31,2012-08-03,4272.27,FALSE
1,31,2012-08-10,4464.25,FALSE
1,31,2012-08-17,4851.27,FALSE
1,31,2012-08-24,6812.13,FALSE
1,31,2012-08-31,6691.49,FALSE
1,32,2012-08-03,6862.94,FALSE
1,32,2012-08-10,5796.95,FALSE
1,32,2012-08-17,6459.89,FALSE
1,32,2012-08-24,5772.47,FALSE
1,32,2012-08-31,6649.79,FALSE
1,33,2012-08-03,8406.93,FALSE
1,33,2012-08-10,9030.25,FALSE
1,33,2012-08-17,10682.47,FALSE
1,33,2012-08-24,13019.11,FALSE
1,33,2012-08-31,11799.65,FALSE
1,34,2012-08-03,11648.89,FALSE
1,34,2012-08-10,10609.61,FALSE
1,34,2012-08-17,10272.79,FALSE
1,34,2012-08-24,10288.31,FALSE
1,34,2012-08-31,10066.04,FALSE
1,35,2012-08-03,2138.88,FALSE
1,35,2012-08-10,2018.51,FALSE
1,35,2012-08-17,1842.08,FALSE
1,35,2012-08-24,1894.91,FALSE
1,35,2012-08-31,1623.92,FALSE
1,36,2012-08-03,1361,FALSE
1,36,2012-08-10,881,FALSE
1,36,2012-08-17,444,FALSE
1,36,2012-08-24,384.92,FALSE
1,36,2012-08-31,431.96,FALSE
1,37,2012-08-03,3312.16,FALSE
1,37,2012-08-10,2821.2,FALSE
1,37,2012-08-17,2772.76,FALSE
1,37,2012-08-24,2257.56,FALSE
1,37,2012-08-31,2401.44,FALSE
1,38,2012-08-03,85329.19,FALSE
1,38,2012-08-10,74483.32,FALSE
1,38,2012-08-17,85392.47,FALSE
1,38,2012-08-24,71295.77,FALSE
1,38,2012-08-31,80706.16,FALSE
1,40,2012-08-03,59729.29,FALSE
1,40,2012-08-10,57803.56,FALSE
1,40,2012-08-17,54852.61,FALSE
1,40,2012-08-24,55113.94,FALSE
1,40,2012-08-31,59897.79,FALSE
1,41,2012-08-03,432.61,FALSE
1,41,2012-08-10,565.3,FALSE
1,41,2012-08-17,569.89,FALSE
1,41,2012-08-24,1046.13,FALSE
1,41,2012-08-31,1308.72,FALSE
1,42,2012-08-03,7839.2,FALSE
1,42,2012-08-10,8744.49,FALSE
1,42,2012-08-17,7736.78,FALSE
1,42,2012-08-24,7541.59,FALSE
1,42,2012-08-31,7997.03,FALSE
1,44,2012-08-03,4762.95,FALSE
1,44,2012-08-10,4705.45,FALSE
1,44,2012-08-17,4576.91,FALSE
1,44,2012-08-24,5778.82,FALSE
