"Store","Dept","Date","Weekly_Sales","IsHoliday"
1,1,2011-09-02,15277.27,FALSE
1,1,2011-09-09,17746.68,TRUE
1,1,2011-09-16,18535.48,FALSE
1,1,2011-09-23,17859.3,FALSE
1,1,2011-09-30,18337.68,FALSE
1,2,2011-09-02,49419.75,FALSE
1,2,2011-09-09,43315.85,TRUE
1,2,2011-09-16,42963.96,FALSE
1,2,2011-09-23,43390.94,FALSE
1,2,2011-09-30,46045.09,FALSE
1,3,2011-09-02,19604.47,FALSE
1,3,2011-09-09,12778.28,TRUE
1,3,2011-09-16,10412.88,FALSE
1,3,2011-09-23,9755.56,FALSE
1,3,2011-09-30,10434.83,FALSE
1,4,2011-09-02,36589.07,FALSE
1,4,2011-09-09,35105.96,TRUE
1,4,2011-09-16,34108.12,FALSE
1,4,2011-09-23,32655.07,FALSE
1,4,2011-09-30,32830.81,FALSE
1,5,2011-09-02,20432.91,FALSE
1,5,2011-09-09,19075.78,TRUE
1,5,2011-09-16,19386.23,FALSE
1,5,2011-09-23,20562.37,FALSE
1,5,2011-09-30,16385.37,FALSE
1,6,2011-09-02,3461.79,FALSE
1,6,2011-09-09,6147.43,TRUE
1,6,2011-09-16,3806.5,FALSE
1,6,2011-09-23,4718.28,FALSE
1,6,2011-09-30,3489.24,FALSE
1,7,2011-09-02,14564.8,FALSE
1,7,2011-09-09,13370.82,TRUE
1,7,2011-09-16,14948.27,FALSE
1,7,2011-09-23,14836.91,FALSE
1,7,2011-09-30,13908.4,FALSE
1,8,2011-09-02,34963.68,FALSE
1,8,2011-09-09,34246.67,TRUE
1,8,2011-09-16,35018.8,FALSE
1,8,2011-09-23,33157.11,FALSE
1,8,2011-09-30,34173.84,FALSE
1,9,2011-09-02,38656.8,FALSE
1,9,2011-09-09,35450.71,TRUE
1,9,2011-09-16,27333.83,FALSE
1,9,2011-09-23,30988.32,FALSE
1,9,2011-09-30,44042.93,FALSE
1,10,2011-09-02,30606.87,FALSE
1,10,2011-09-09,31416.52,TRUE
1,10,2011-09-16,32147.59,FALSE
1,10,2011-09-23,27300.29,FALSE
1,10,2011-09-30,31036.88,FALSE
1,11,2011-09-02,20626.08,FALSE
1,11,2011-09-09,20208.4,TRUE
1,11,2011-09-16,19000.25,FALSE
1,11,2011-09-23,17228.02,FALSE
1,11,2011-09-30,18094.24,FALSE
1,12,2011-09-02,10325.4,FALSE
1,12,2011-09-09,10927.54,TRUE
1,12,2011-09-16,10392.19,FALSE
1,12,2011-09-23,9501.54,FALSE
1,12,2011-09-30,7457.24,FALSE
1,13,2011-09-02,42713.81,FALSE
1,13,2011-09-09,38045.63,TRUE
1,13,2011-09-16,38382.65,FALSE
1,13,2011-09-23,37645.66,FALSE
1,13,2011-09-30,37928.28,FALSE
1,14,2011-09-02,12708.18,FALSE
1,14,2011-09-09,13550.53,TRUE
1,14,2011-09-16,13166.76,FALSE
1,14,2011-09-23,11558.22,FALSE
1,14,2011-09-30,14027.83,FALSE
1,16,2011-09-02,15288.9,FALSE
1,16,2011-09-09,17838.29,TRUE
1,16,2011-09-16,13499.43,FALSE
1,16,2011-09-23,10893.91,FALSE
1,16,2011-09-30,11831.25,FALSE
1,17,2011-09-02,7577.4,FALSE
1,17,2011-09-09,8209.44,TRUE
1,17,2011-09-16,7208.1,FALSE
1,17,2011-09-23,7063.24,FALSE
1,17,2011-09-30,7348.08,FALSE
1,18,2011-09-02,83.64,FALSE
1,18,2011-09-09,149.24,TRUE
1,18,2011-09-16,868.86,FALSE
1,18,2011-09-23,2540.81,FALSE
1,18,2011-09-30,3279.04,FALSE
1,19,2011-09-02,880.55,FALSE
1,19,2011-09-09,990.6,TRUE
1,19,2011-09-16,1071.02,FALSE
1,19,2011-09-23,992.99,FALSE
1,19,2011-09-30,1003,FALSE
1,20,2011-09-02,4333.53,FALSE
1,20,2011-09-09,3991.02,TRUE
1,20,2011-09-16,3427.12,FALSE
1,20,2011-09-23,3571.86,FALSE
1,20,2011-09-30,3560.89,FALSE
1,21,2011-09-02,8384.67,FALSE
1,21,2011-09-09,8021.04,TRUE
1,21,2011-09-16,8792.26,FALSE
1,21,2011-09-23,7764.04,FALSE
1,21,2011-09-30,8104,FALSE
1,22,2011-09-02,7166.39,FALSE
1,22,2011-09-09,9716.37,TRUE
1,22,2011-09-16,7526.42,FALSE
1,22,2011-09-23,7295.83,FALSE
1,22,2011-09-30,5153.35,FALSE
1,23,2011-09-02,18827.59,FALSE
1,23,2011-09-09,16403.15,TRUE
1,23,2011-09-16,13053.74,FALSE
1,23,2011-09-23,15044,FALSE
1,23,2011-09-30,16135.85,FALSE
1,24,2011-09-02,4629.39,FALSE
1,24,2011-09-09,4212.08,TRUE
1,24,2011-09-16,3840.96,FALSE
1,24,2011-09-23,2854.73,FALSE
1,24,2011-09-30,2957.53,FALSE
1,25,2011-09-02,8186.36,FALSE
1,25,2011-09-09,9241.48,TRUE
1,25,2011-09-16,7613.85,FALSE
1,25,2011-09-23,7538.64,FALSE
1,25,2011-09-30,8010.24,FALSE
1,26,2011-09-02,4014.69,FALSE
1,26,2011-09-09,4217.53,TRUE
1,26,2011-09-16,5003.37,FALSE
1,26,2011-09-23,4583.66,FALSE
1,26,2011-09-30,5081.35,FALSE
1,27,2011-09-02,826.83,FALSE
1,27,2011-09-09,786.47,TRUE
1,27,2011-09-16,806.31,FALSE
1,27,2011-09-23,834.84,FALSE
1,27,2011-09-30,939.73,FALSE
1,28,2011-09-02,342.96,FALSE
1,28,2011-09-09,483.05,TRUE
1,28,2011-09-16,427.2,FALSE
1,28,2011-09-23,418.48,FALSE
1,28,2011-09-30,537,FALSE
1,29,2011-09-02,3652.7,FALSE
1,29,2011-09-09,3210.79,TRUE
1,29,2011-09-16,2986.42,FALSE
1,29,2011-09-23,3343.26,FALSE
1,29,2011-09-30,3209.28,FALSE
1,30,2011-09-02,2837.66,FALSE
1,30,2011-09-09,2755.4,TRUE
1,30,2011-09-16,2580.54,FALSE
1,30,2011-09-23,2585.95,FALSE
1,30,2011-09-30,2529.32,FALSE
1,31,2011-09-02,2012.19,FALSE
1,31,2011-09-09,1458.46,TRUE
1,31,2011-09-16,1438.69,FALSE
1,31,2011-09-23,1270.53,FALSE
1,31,2011-09-30,1368.39,FALSE
1,32,2011-09-02,7591.17,FALSE
1,32,2011-09-09,7126.55,TRUE
1,32,2011-09-16,6644.95,FALSE
1,32,2011-09-23,8218.16,FALSE
1,32,2011-09-30,7406.96,FALSE
1,33,2011-09-02,4336.73,FALSE
1,33,2011-09-09,4168.88,TRUE
1,33,2011-09-16,4119.66,FALSE
1,33,2011-09-23,3166.72,FALSE
1,33,2011-09-30,3363.59,FALSE
1,34,2011-09-02,8981.78,FALSE
1,34,2011-09-09,8581.38,TRUE
1,34,2011-09-16,7987.56,FALSE
1,34,2011-09-23,7504.05,FALSE
1,34,2011-09-30,7970.3,FALSE
1,35,2011-09-02,2081.31,FALSE
1,35,2011-09-09,2216.89,TRUE
1,35,2011-09-16,1771.64,FALSE
1,35,2011-09-23,2165.59,FALSE
1,35,2011-09-30,2210.41,FALSE
1,36,2011-09-02,411.61,FALSE
1,36,2011-09-09,804.22,TRUE
1,36,2011-09-16,493.43,FALSE
1,36,2011-09-23,511.28,FALSE
1,36,2011-09-30,558.4,FALSE
1,37,2011-09-02,2992.63,FALSE
1,37,2011-09-09,3015.32,TRUE
1,37,2011-09-16,3149.23,FALSE
1,37,2011-09-23,2631.41,FALSE
1,37,2011-09-30,2662.92,FALSE
1,38,2011-09-02,86374.76,FALSE
1,38,2011-09-09,77634.79,TRUE
1,38,2011-09-16,73226.9,FALSE
1,38,2011-09-23,71469.16,FALSE
1,38,2011-09-30,72839.02,FALSE
1,40,2011-09-02,57323.34,FALSE
1,40,2011-09-09,56234.81,TRUE
1,40,2011-09-16,58226.24,FALSE
